date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
17:05:11	104925/104925	---MCZ	200	added ('OK')	text/html	date:Mon,%2010%20Nov%202025%2006:39:45%20GMT	https://www.bigkidneybigproblem.com/	C:/Users/GY616TZ/Downloads/staticsite/bigkidney/www.bigkidneybigproblem.com/index.html	(from )
17:05:11	580/580	---MCZ	200	added ('OK')	text/plain	etag:W/%221762758454%22	https://www.bigkidneybigproblem.com/robots.txt		(from )
17:05:12	25886/25886	---M-Z	200	added ('OK')	application/javascript	etag:0x8DE2B0EE76FB62C	https://cdn.cookielaw.org/scripttemplates/otSDKStub.js	C:/Users/GY616TZ/Downloads/staticsite/bigkidney/cdn.cookielaw.org/scripttemplates/otSDKStub.js	(from https://www.bigkidneybigproblem.com/)
17:05:16	289485/289485	---MCZ	200	added ('OK')	application/x-javascript	etag:%224ac7e1e6c839fb77e413c3bd12f8ea40:1762791209.914785%22	http://assets.adobedtm.com/3f0d2e2dbd42/313fd7baa8af/launch-bacdce8b01b7.min.js	C:/Users/GY616TZ/Downloads/staticsite/bigkidney/assets.adobedtm.com/3f0d2e2dbd42/313fd7baa8af/launch-bacdce8b01b7.min.js	(from https://www.bigkidneybigproblem.com/)
17:05:16	1532/1532	---M-Z	200	added ('OK')	text/css	date:Mon,%2010%20Nov%202025%2006:39:51%20GMT	https://www.bigkidneybigproblem.com/sites/g/files/qhldwo10811/files/css/optimized/css_97htjIvQ15V1EfeTASftshiMIzLS36LIXVDogWwnlWQ.IJ5KA0xBsRRaiRPaWB6Sh9PN3WKo_EsNIYaw8SqYqYc.css?t5hzj1	C:/Users/GY616TZ/Downloads/staticsite/bigkidney/www.bigkidneybigproblem.com/sites/g/files/qhldwo10811/files/css/optimized/css_97htjIvQ15V1EfeTASftshiMIzLS36LIXVDogWwnlWQ.IJ5KA0xBsRRaiRPaWB6Sh9PN3WKo_EsNIYaw8SqYqYc6b68.css	(from https://www.bigkidneybigproblem.com/)
17:05:18	1470/1470	---M-Z	200	added ('OK')	text/css	date:Mon,%2010%20Nov%202025%2006:39:52%20GMT	https://www.bigkidneybigproblem.com/sites/g/files/qhldwo10811/files/css/optimized/css_Zru9LBZ0sAXcjonUFHSutTAZkU-sNKpHr1JGBQ4FyU0.bkPvoFYCA2Lixa4KISvTdT3EKjCHiKrtKcE261byVx0.css?t5hzj1	C:/Users/GY616TZ/Downloads/staticsite/bigkidney/www.bigkidneybigproblem.com/sites/g/files/qhldwo10811/files/css/optimized/css_Zru9LBZ0sAXcjonUFHSutTAZkU-sNKpHr1JGBQ4FyU0.bkPvoFYCA2Lixa4KISvTdT3EKjCHiKrtKcE261byVx06b68.css	(from https://www.bigkidneybigproblem.com/)
17:05:18	792/792	---M-Z	200	added ('OK')	text/css	date:Mon,%2010%20Nov%202025%2006:39:52%20GMT	https://www.bigkidneybigproblem.com/sites/g/files/qhldwo10811/files/css/optimized/css_kzULKG5pzGyNLykluQb5oDJTQPcLlJKzZ5imyM6J1h8.b9DwpaiAlb0lsM657D5Lniy-cPNAkk4Cxr45yy473q4.css?t5hzj1	C:/Users/GY616TZ/Downloads/staticsite/bigkidney/www.bigkidneybigproblem.com/sites/g/files/qhldwo10811/files/css/optimized/css_kzULKG5pzGyNLykluQb5oDJTQPcLlJKzZ5imyM6J1h8.b9DwpaiAlb0lsM657D5Lniy-cPNAkk4Cxr45yy473q46b68.css	(from https://www.bigkidneybigproblem.com/)
17:05:19	1175/1175	---M-Z	200	added ('OK')	text/css	date:Mon,%2010%20Nov%202025%2006:39:52%20GMT	https://www.bigkidneybigproblem.com/sites/g/files/qhldwo10811/files/css/optimized/css_uI2FntcPi0s7LE7aVRLFPdaOjEJ2AvgJxZxn7U_KEpU.uS1FFwOJYeXSeF3bIVSvkMkrHh5opqqW_F79rAx63B0.css?t5hzj1	C:/Users/GY616TZ/Downloads/staticsite/bigkidney/www.bigkidneybigproblem.com/sites/g/files/qhldwo10811/files/css/optimized/css_uI2FntcPi0s7LE7aVRLFPdaOjEJ2AvgJxZxn7U_KEpU.uS1FFwOJYeXSeF3bIVSvkMkrHh5opqqW_F79rAx63B06b68.css	(from https://www.bigkidneybigproblem.com/)
17:05:20	1407/1407	---M-Z	200	added ('OK')	text/css	date:Mon,%2010%20Nov%202025%2006:39:52%20GMT	https://www.bigkidneybigproblem.com/sites/g/files/qhldwo10811/files/css/optimized/css_LyrrR6JZO8eTCViUPzg899V1r3IBqMYsy9zQoA-d_xo.Awf46AhlxtFml2KQ8H4-E0dZzxzlJb1Ua0P5_ptOC4k.css?t5hzj1	C:/Users/GY616TZ/Downloads/staticsite/bigkidney/www.bigkidneybigproblem.com/sites/g/files/qhldwo10811/files/css/optimized/css_LyrrR6JZO8eTCViUPzg899V1r3IBqMYsy9zQoA-d_xo.Awf46AhlxtFml2KQ8H4-E0dZzxzlJb1Ua0P5_ptOC4k6b68.css	(from https://www.bigkidneybigproblem.com/)
17:05:21	1756/1756	---M-Z	200	added ('OK')	text/css	date:Mon,%2010%20Nov%202025%2006:39:51%20GMT	https://www.bigkidneybigproblem.com/sites/g/files/qhldwo10811/files/css/optimized/css_YuXFCqJ6Mh9c2Lz522vxxQKwCuYdi4B4eglcgrxGnjc.xk_yrolxl9EFVCS6-YD3__eEEiB4lkwtBVMLZeTfMbA.css?t5hzj1	C:/Users/GY616TZ/Downloads/staticsite/bigkidney/www.bigkidneybigproblem.com/sites/g/files/qhldwo10811/files/css/optimized/css_YuXFCqJ6Mh9c2Lz522vxxQKwCuYdi4B4eglcgrxGnjc.xk_yrolxl9EFVCS6-YD3__eEEiB4lkwtBVMLZeTfMbA6b68.css	(from https://www.bigkidneybigproblem.com/)
