date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
16:09:58	37772/37772	---MCZ	200	added ('OK')	text/html	date:Tue,%2018%20Nov%202025%2004:34:52%20GMT	https://www.msrd-us.com/	C:/Users/GY616TZ/Downloadshttps://www.msrd-us.com/index.html	(from )
16:09:58	580/580	---MCZ	200	added ('OK')	text/plain	etag:W/%221763442498%22	https://www.msrd-us.com/robots.txt		(from )
16:09:58	25886/25886	---M-Z	200	added ('OK')	application/javascript	etag:0x8DE2586DDA5F050	https://cdn.cookielaw.org/scripttemplates/otSDKStub.js	C:/Users/GY616TZ/Downloads/site/staticSite/cdn.cookielaw.org/scripttemplates/otSDKStub.js	(from https://www.msrd-us.com/)
16:09:59	4715/4715	---M--	200	added ('OK')	image/png	date:Thu,%2001%20Jan%201970%2000:00:00%20GMT	https://www.msrd-us.com/sites/g/files/qhldwo11951/files/otsuka-favicon-100sq.png	C:/Users/GY616TZ/Downloadshttps://www.msrd-us.com/sites/g/files/qhldwo11951/files/otsuka-favicon-100sq.png	(from https://www.msrd-us.com/)
16:09:59	1532/1532	---M-Z	200	added ('OK')	text/css	date:Mon,%2016%20Jun%202025%2007:06:29%20GMT	https://www.msrd-us.com/core/assets/vendor/jquery.ui/themes/base/core.css?t5wn64	C:/Users/GY616TZ/Downloadshttps://www.msrd-us.com/core/assets/vendor/jquery.ui/themes/base/corec895.css	(from https://www.msrd-us.com/)
16:09:59	1470/1470	---M-Z	200	added ('OK')	text/css	date:Mon,%2016%20Jun%202025%2007:06:46%20GMT	https://www.msrd-us.com/core/assets/vendor/jquery.ui/themes/base/controlgroup.css?t5wn64	C:/Users/GY616TZ/Downloadshttps://www.msrd-us.com/core/assets/vendor/jquery.ui/themes/base/controlgroupc895.css	(from https://www.msrd-us.com/)
16:09:59	792/792	---M-Z	200	added ('OK')	text/css	date:Mon,%2016%20Jun%202025%2007:06:29%20GMT	https://www.msrd-us.com/core/assets/vendor/jquery.ui/themes/base/checkboxradio.css?t5wn64	C:/Users/GY616TZ/Downloadshttps://www.msrd-us.com/core/assets/vendor/jquery.ui/themes/base/checkboxradioc895.css	(from https://www.msrd-us.com/)
16:09:59	1175/1175	---M-Z	200	added ('OK')	text/css	date:Mon,%2016%20Jun%202025%2007:06:46%20GMT	https://www.msrd-us.com/core/assets/vendor/jquery.ui/themes/base/resizable.css?t5wn64	C:/Users/GY616TZ/Downloadshttps://www.msrd-us.com/core/assets/vendor/jquery.ui/themes/base/resizablec895.css	(from https://www.msrd-us.com/)
16:10:00	1407/1407	---M-Z	200	added ('OK')	text/css	date:Mon,%2016%20Jun%202025%2007:06:46%20GMT	https://www.msrd-us.com/core/assets/vendor/jquery.ui/themes/base/button.css?t5wn64	C:/Users/GY616TZ/Downloadshttps://www.msrd-us.com/core/assets/vendor/jquery.ui/themes/base/buttonc895.css	(from https://www.msrd-us.com/)
16:10:00	1756/1756	---M-Z	200	added ('OK')	text/css	date:Mon,%2016%20Jun%202025%2007:06:46%20GMT	https://www.msrd-us.com/core/assets/vendor/jquery.ui/themes/base/dialog.css?t5wn64	C:/Users/GY616TZ/Downloadshttps://www.msrd-us.com/core/assets/vendor/jquery.ui/themes/base/dialogc895.css	(from https://www.msrd-us.com/)
16:10:00	825/825	---M-Z	200	added ('OK')	text/css	date:Wed,%2007%20May%202025%2005:45:15%20GMT	https://www.msrd-us.com/core/misc/components/progress.module.css?t5wn64	C:/Users/GY616TZ/Downloadshttps://www.msrd-us.com/core/misc/components/progress.modulec895.css	(from https://www.msrd-us.com/)
16:10:00	999/999	---M-Z	200	added ('OK')	text/css	date:Wed,%2007%20May%202025%2005:45:15%20GMT	https://www.msrd-us.com/core/misc/components/ajax-progress.module.css?t5wn64	C:/Users/GY616TZ/Downloadshttps://www.msrd-us.com/core/misc/components/ajax-progress.modulec895.css	(from https://www.msrd-us.com/)
16:10:01	587/587	---M-Z	200	added ('OK')	text/css	date:Wed,%2007%20May%202025%2005:45:15%20GMT	https://www.msrd-us.com/core/modules/filter/css/filter.caption.css?t5wn64	C:/Users/GY616TZ/Downloadshttps://www.msrd-us.com/core/modules/filter/css/filter.captionc895.css	(from https://www.msrd-us.com/)
16:10:01	175/175	---M-Z	200	added ('OK')	text/css	date:Wed,%2007%20May%202025%2005:45:15%20GMT	https://www.msrd-us.com/core/modules/media/css/filter.caption.css?t5wn64	C:/Users/GY616TZ/Downloadshttps://www.msrd-us.com/core/modules/media/css/filter.captionc895.css	(from https://www.msrd-us.com/)
16:10:01	94/94	---M-Z	200	added ('OK')	text/css	date:Wed,%2007%20May%202025%2006:17:18%20GMT	https://www.msrd-us.com/core/modules/media/css/oembed.formatter.css?t5wn64	C:/Users/GY616TZ/Downloadshttps://www.msrd-us.com/core/modules/media/css/oembed.formatterc895.css	(from https://www.msrd-us.com/)
16:10:01	56/56	---MCZ	200	added ('OK')	text/css	date:Wed,%2007%20May%202025%2005:45:15%20GMT	https://www.msrd-us.com/core/modules/ckeditor5/css/ckeditor5.dialog.fix.css?t5wn64	C:/Users/GY616TZ/Downloadshttps://www.msrd-us.com/core/modules/ckeditor5/css/ckeditor5.dialog.fixc895.css	(from https://www.msrd-us.com/)
16:10:01	434/434	---M-Z	200	added ('OK')	text/css	date:Wed,%2007%20May%202025%2005:45:15%20GMT	https://www.msrd-us.com/core/modules/views/css/views.module.css?t5wn64	C:/Users/GY616TZ/Downloadshttps://www.msrd-us.com/core/modules/views/css/views.modulec895.css	(from https://www.msrd-us.com/)
16:10:02	6856/6856	---M-Z	200	added ('OK')	text/css	date:Wed,%2007%20May%202025%2006:17:19%20GMT	https://www.msrd-us.com/modules/custom/otsuka_privacy_compliant_media/css/otsuka_privacy_compliant_media.css?t5wn64	C:/Users/GY616TZ/Downloadshttps://www.msrd-us.com/modules/custom/otsuka_privacy_compliant_media/css/otsuka_privacy_compliant_mediac895.css	(from https://www.msrd-us.com/)
16:10:02	17729/17729	---M-Z	200	added ('OK')	text/css	date:Mon,%2016%20Jun%202025%2007:06:29%20GMT	https://www.msrd-us.com/core/assets/vendor/jquery.ui/themes/base/theme.css?t5wn64	C:/Users/GY616TZ/Downloadshttps://www.msrd-us.com/core/assets/vendor/jquery.ui/themes/base/themec895.css	(from https://www.msrd-us.com/)
16:10:02	57/57	---MCZ	200	added ('OK')	text/css	date:Wed,%2007%20May%202025%2006:17:18%20GMT	https://www.msrd-us.com/modules/contrib/paragraphs/css/paragraphs.unpublished.css?t5wn64	C:/Users/GY616TZ/Downloadshttps://www.msrd-us.com/modules/contrib/paragraphs/css/paragraphs.unpublishedc895.css	(from https://www.msrd-us.com/)
16:10:02	50879/50879	---M-Z	200	added ('OK')	text/css	date:Tue,%2022%20Jul%202025%2005:48:53%20GMT	https://www.msrd-us.com/sites/g/files/qhldwo11951/themes/site/themes/custom/otsuka_msrd/build/theme.min.css?t5wn64	C:/Users/GY616TZ/Downloadshttps://www.msrd-us.com/sites/g/files/qhldwo11951/themes/site/themes/custom/otsuka_msrd/build/theme.minc895.css	(from https://www.msrd-us.com/)
16:10:03	87533/87533	---M-Z	200	added ('OK')	application/javascript	date:Wed,%2007%20May%202025%2006:17:17%20GMT	https://www.msrd-us.com/core/assets/vendor/jquery/jquery.min.js?v=3.7.1	C:/Users/GY616TZ/Downloadshttps://www.msrd-us.com/core/assets/vendor/jquery/jquery.mind734.js	(from https://www.msrd-us.com/)
16:10:03	1357/1357	---M-Z	200	added ('OK')	application/javascript	date:Wed,%2007%20May%202025%2006:17:17%20GMT	https://www.msrd-us.com/core/assets/vendor/once/once.min.js?v=1.0.1	C:/Users/GY616TZ/Downloadshttps://www.msrd-us.com/core/assets/vendor/once/once.minf700.js	(from https://www.msrd-us.com/)
16:10:03	691/691	---M-Z	200	added ('OK')	application/javascript	date:Wed,%2007%20May%202025%2006:17:17%20GMT	https://www.msrd-us.com/core/misc/drupalSettingsLoader.js?v=10.5.0	C:/Users/GY616TZ/Downloadshttps://www.msrd-us.com/core/misc/drupalSettingsLoaderfe04.js	(from https://www.msrd-us.com/)
16:10:03	21057/21057	---M-Z	200	added ('OK')	application/javascript	date:Wed,%2007%20May%202025%2006:17:17%20GMT	https://www.msrd-us.com/core/misc/drupal.js?v=10.5.0	C:/Users/GY616TZ/Downloadshttps://www.msrd-us.com/core/misc/drupalfe04.js	(from https://www.msrd-us.com/)
16:10:03	960/960	---M-Z	200	added ('OK')	application/javascript	date:Wed,%2007%20May%202025%2006:17:17%20GMT	https://www.msrd-us.com/core/misc/drupal.init.js?v=10.5.0	C:/Users/GY616TZ/Downloadshttps://www.msrd-us.com/core/misc/drupal.initfe04.js	(from https://www.msrd-us.com/)
16:10:04	208/208	---M-Z	200	added ('OK')	application/javascript	date:Mon,%2016%20Jun%202025%2007:06:46%20GMT	https://www.msrd-us.com/core/assets/vendor/jquery.ui/ui/version-min.js?v=10.5.0	C:/Users/GY616TZ/Downloadshttps://www.msrd-us.com/core/assets/vendor/jquery.ui/ui/version-minfe04.js	(from https://www.msrd-us.com/)
16:10:04	469/469	---M-Z	200	added ('OK')	application/javascript	date:Mon,%2016%20Jun%202025%2007:06:46%20GMT	https://www.msrd-us.com/core/assets/vendor/jquery.ui/ui/data-min.js?v=10.5.0	C:/Users/GY616TZ/Downloadshttps://www.msrd-us.com/core/assets/vendor/jquery.ui/ui/data-minfe04.js	(from https://www.msrd-us.com/)
16:10:04	657/657	---M-Z	200	added ('OK')	application/javascript	date:Mon,%2016%20Jun%202025%2007:06:46%20GMT	https://www.msrd-us.com/core/assets/vendor/jquery.ui/ui/disable-selection-min.js?v=10.5.0	C:/Users/GY616TZ/Downloadshttps://www.msrd-us.com/core/assets/vendor/jquery.ui/ui/disable-selection-minfe04.js	(from https://www.msrd-us.com/)
16:10:04	627/627	---M-Z	200	added ('OK')	application/javascript	date:Mon,%2016%20Jun%202025%2007:06:46%20GMT	https://www.msrd-us.com/core/assets/vendor/jquery.ui/ui/jquery-patch-min.js?v=10.5.0	C:/Users/GY616TZ/Downloadshttps://www.msrd-us.com/core/assets/vendor/jquery.ui/ui/jquery-patch-minfe04.js	(from https://www.msrd-us.com/)
16:10:05	728/728	---M-Z	200	added ('OK')	application/javascript	date:Mon,%2016%20Jun%202025%2007:06:46%20GMT	https://www.msrd-us.com/core/assets/vendor/jquery.ui/ui/scroll-parent-min.js?v=10.5.0	C:/Users/GY616TZ/Downloadshttps://www.msrd-us.com/core/assets/vendor/jquery.ui/ui/scroll-parent-minfe04.js	(from https://www.msrd-us.com/)
16:10:05	596/596	---M-Z	200	added ('OK')	application/javascript	date:Mon,%2016%20Jun%202025%2007:06:46%20GMT	https://www.msrd-us.com/core/assets/vendor/jquery.ui/ui/unique-id-min.js?v=10.5.0	C:/Users/GY616TZ/Downloadshttps://www.msrd-us.com/core/assets/vendor/jquery.ui/ui/unique-id-minfe04.js	(from https://www.msrd-us.com/)
16:10:05	908/908	---M-Z	200	added ('OK')	application/javascript	date:Mon,%2016%20Jun%202025%2007:06:46%20GMT	https://www.msrd-us.com/core/assets/vendor/jquery.ui/ui/focusable-min.js?v=10.5.0	C:/Users/GY616TZ/Downloadshttps://www.msrd-us.com/core/assets/vendor/jquery.ui/ui/focusable-minfe04.js	(from https://www.msrd-us.com/)
16:10:05	528/528	---M-Z	200	added ('OK')	application/javascript	date:Mon,%2016%20Jun%202025%2007:06:29%20GMT	https://www.msrd-us.com/core/assets/vendor/jquery.ui/ui/keycode-min.js?v=10.5.0	C:/Users/GY616TZ/Downloadshttps://www.msrd-us.com/core/assets/vendor/jquery.ui/ui/keycode-minfe04.js	(from https://www.msrd-us.com/)
16:10:06	502/502	---M-Z	200	added ('OK')	application/javascript	date:Wed,%2007%20May%202025%2006:17:17%20GMT	https://www.msrd-us.com/core/assets/vendor/jquery.ui/ui/plugin-min.js?v=10.5.0	C:/Users/GY616TZ/Downloadshttps://www.msrd-us.com/core/assets/vendor/jquery.ui/ui/plugin-minfe04.js	(from https://www.msrd-us.com/)
16:10:06	8710/8710	---M-Z	200	added ('OK')	application/javascript	date:Mon,%2016%20Jun%202025%2007:06:46%20GMT	https://www.msrd-us.com/core/assets/vendor/jquery.ui/ui/widget-min.js?v=10.5.0	C:/Users/GY616TZ/Downloadshttps://www.msrd-us.com/core/assets/vendor/jquery.ui/ui/widget-minfe04.js	(from https://www.msrd-us.com/)
